hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,is_rv,planet_id
Kepler-1832,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,3.138789892,,,0,0.1079,,,,1.22719556,,,0,0.10948324,,,0,,,,,0.3,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5242,157,-157,0,0.722,0.096,-0.078,0,0.684,0.098,-0.042,0,-0.54,0.3,-0.3,0,[Fe/H],4.556,0.09,-0.099,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h59m24.43s,299.8517779,+43d43m55.42s,43.7320611,486.174,5.3715,-5.3715,14.577,0.103,-0.103,12.35,0.018,-0.018,14.3752,0.00024,-0.00024,05-12-2021,2022-02,05-12-2021,0,Kepler-1832_3.138789892
K2-159,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,12.42205,0.0018,-0.00182,0,0.1013,0.0008,-0.0009,0,2.26,0.17,-0.11,0,0.2016237,0.01516638,-0.00981354,0,,,,,0.432,,,,,,,,,,,,,684,8,-8,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5425,44,-44,0,0.83,0.01,-0.01,0,0.9,0.02,-0.03,0,-0.07,0.06,-0.06,0,[Fe/H],4.56,0.01,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h02m09.81s,180.5408896,-03d34m51.26s,-3.5809053,170.998,1.424,-1.402,11.995,0.029,-0.029,9.978,0.021,-0.021,11.6397,0.000616,-0.000616,28-03-2022,2018-08,28-03-2022,0,K2-159_12.42205
KMT-2019-BLG-1715L,1,1,1,Microlensing,2021,KMTNet,Published Confirmed,0,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..270H/abstract target=ref>Han et al. 2021</a>,,,,,3.32,0.82,-0.92,0,,,,,,,,,813.6407219,359.1460999,-368.6809521,0,2.56,1.13,-1.16,0,Mass,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..270H/abstract target=ref>Han et al. 2021</a>,,,,,,0.921,,,,0.61,0.27,-0.28,0,,,,,,,,,,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..270H/abstract target=ref>Han et al. 2021</a>,18h01m29.21s,270.3717083,-28d46m37.7s,-28.7771389,3860,1000,-1120,,,,,,,,,,30-08-2021,2021-06,30-08-2021,0,KMT-2019-BLG-1715L_nan
TOI-5110,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HEIDARI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241208527H/abstract target=ref>Heidari et al. 2024</a>,30.158577,9.20E-05,-9.50E-05,0,0.2157,0.0042,-0.0044,0,11.98240037,0.60528496,-0.582867,0,1.069,0.054,-0.052,0,921.7023803,41.31769291,-41.31769291,0,2.9,0.13,-0.13,0,Mass,0.745,0.03,-0.027,0,,,,,976,33,-32,0,0,<a refstr=HEIDARI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241208527H/abstract target=ref>Heidari et al. 2024</a>,,6160,150,-150,0,2.333,0.097,-0.096,0,1.469,0.089,-0.088,0,0.065,0.05,-0.05,0,[Fe/H],3.869,0.044,-0.045,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h17m37.02s,94.4042694,+31d36m37.19s,31.6103309,392.259,8.263,-7.935,11.06,0.012,-0.012,9.318,0.021,-0.021,10.6815,0.000386,-0.000386,03-03-2025,2025-02,03-03-2025,0,TOI-5110_30.158577
HD 125612,1,2,3,Radial Velocity,2009,La Silla Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,4.15466,0.00043,-0.0004,0,0.051,0.002,-0.002,0,,,,,,,,,15.57359194,2.54262726,-2.86045566,0,0.049,0.008,-0.009,0,Msini,0.149,0.141,-0.093,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,1.1813,,,,1.05,0.131,-0.131,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h20m53.45s,215.2227183,-17d28m54.53s,-17.4818147,57.6207,0.1644,-0.1635,8.31,0.03,-0.03,6.838,0.026,-0.026,8.1559,0.000537,-0.000537,14-06-2023,2022-09,14-06-2023,1,HD 125612_4.15466
gam1 Leo,1,2,1,Radial Velocity,2009,Bohyunsan Optical Astronomical Observatory,Published Confirmed,0,<a refstr=HAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...509A..24H/abstract target=ref> Han et al. 2010 </a>,428.5,1.25,-1.25,0,1.19,0.02,-0.02,0,,,,,,,,,2790.43,317.817,-317.817,0,8.78,1,-1,0,Msini,0.144,0.046,-0.046,0,,,,,,,,,0,<a refstr=HAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...509A..24H/abstract target=ref> Han et al. 2010 </a>,,4330,15,-15,0,31.88,1.61,-1.61,0,1.23,0.21,-0.21,0,-0.51,0.05,-0.05,0,[Fe/H],1.59,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h19m58.37s,154.993208,+19d50m29.00s,19.841389,39.8883,0.82736,-0.82736,1.99509,0.023,-0.023,-0.806,0.158,-0.158,,,,28-01-2019,2010-01,31-01-2019,1,gam1 Leo_428.5
Kepler-1795,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,13.36019993,,,0,0.1079,,,,1.66301611,,,0,0.14836462,,,0,,,,,0.3,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4500,123,-137,0,0.688,0.048,-0.04,0,0.768,0.024,-0.067,0,0.28,0.15,-0.3,0,[Fe/H],4.638,0.018,-0.049,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m55.02s,286.4792568,+39d16m11.57s,39.2698793,,,,16.188,0.217,-0.217,12.996,0.031,-0.031,15.7903,0.00537,-0.00537,05-12-2021,2022-02,05-12-2021,0,Kepler-1795_13.36019993
Kepler-1511,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,23.2382792,0.000222,-0.000222,0,0.1011,,,,1.68,0.69,-0.24,0,0.14987956,0.06155768,-0.02141137,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6064,72.72,-86.89,0,1.29,0.528,-0.185,0,1.17,0.17,-0.072,0,0.14,0.152,-0.14,0,[Fe/H],4.28,0.121,-0.239,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m41.09s,288.4211892,+43d10m47.18s,43.179773,1475.6,36.92,-36.92,13.564,0.057,-0.057,12.471,0.018,-0.018,13.5024,0.000255,-0.000255,06-05-2016,2016-05,10-05-2016,0,Kepler-1511_23.2382792
TOI-2196,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PERSSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220805797P/abstract target=ref>Persson et al. 2022</a>,1.1947268,7.90E-06,-9.30E-06,0,0.02234,0.0006,-0.0006,0,3.51,0.15,-0.15,0,0.31314176,0.01338213,-0.01338213,0,26,1.3,-1.3,0,0.08180515,0.00409026,-0.00409026,0,Mass,0,,,0,2000,100,-100,0,1860,20,-20,0,0,<a refstr=PERSSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220805797P/abstract target=ref>Persson et al. 2022</a>,G V,5634,31,-31,0,1.043,0.017,-0.017,0,1.032,0.038,-0.038,0,0.14,0.05,-0.05,0,[Fe/H],4.42,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h49m21.62s,312.3400744,-70d29m06.26s,-70.4850723,259.947,2.036,-2.005,12.297,0.028,-0.028,10.346,0.023,-0.023,11.8259,0.000228,-0.000228,23-08-2022,2022-08,23-08-2022,0,TOI-2196_1.1947268
HD 60532,1,1,2,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=BORGNIET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A..57B/abstract target=ref>Borgniet et al. 2017</a>,600.1,2.4,-2.4,0,1.6,0.04,-0.04,0,,,,,,,,,797.7533,50.8528,-50.8528,0,2.51,0.16,-0.16,0,Msini,0.03,0.02,-0.02,0,,,,,,,,,0,<a refstr=BORGNIET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A..57B/abstract target=ref>Borgniet et al. 2017</a>,,6245,80,-80,0,2.57,0.12,-0.12,0,1.5,0.09,-0.09,0,-0.26,,,0,[Fe/H],3.8,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h34m03.14s,113.5130656,-22d17m45.12s,-22.2958661,25.9716,0.1577,-0.1558,4.44,0.03,-0.03,3.355,0.286,-0.286,4.30793,0.003988,-0.003988,06-09-2016,2017-03,08-09-2016,1,HD 60532_600.1
TOI-1266,1,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GREKLEK_MCKEON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240916374G/abstract target=ref>Greklek-McKeon et al. 2024</a>,10.8945,0.00023,-0.00026,0,0.073,0.0011,-0.0011,0,2.52,0.08,-0.08,0,0.22481973,0.00713713,-0.00713713,0,4.46,0.69,-0.69,0,0.01403273,0.00217098,-0.00217098,0,Mass,0.039,0.035,-0.025,0,,,,,415,7,-7,0,1,<a refstr=GREKLEK_MCKEON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240916374G/abstract target=ref>Greklek-McKeon et al. 2024</a>,M2,3563,77,-77,0,0.4232,0.0077,-0.0079,0,0.437,0.021,-0.021,0,-0.109,0.092,-0.092,0,[Fe/H],4.826,0.02,-0.021,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118,0.0295,-0.0295,12.941,0.049,-0.049,8.84,0.02,-0.02,12.1222,0.000249,-0.000249,21-03-2025,2024-09,21-03-2025,0,TOI-1266_10.8945
Kepler-84,1,1,5,Transit,2012,Kepler,Published Confirmed,0,<a refstr=XIE_2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJS..208...22X/abstract target=ref> Xie 2013 </a>,12.883,,,0,0.1011,,,,2.36,0.11,-0.11,0,0.211,0.01,-0.01,0,,,,,0.432,,,,,,,,,,,,,,,,,1,<a refstr=XIE_2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJS..208...22X/abstract target=ref> Xie 2013 </a>,,,,,,1.43,0.05,-0.05,0,1,0.42,-0.29,0,,,,,,4.13,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m00.48s,298.2520208,+40d29m45.90s,40.4960842,1023.9,,,14.92,0.092,-0.092,13.193,0.026,-0.026,14.7902,0.001577,-0.001577,14-05-2014,2013-10,14-05-2014,0,Kepler-84_12.883
CoRoT-21,1,1,1,Transit,2012,CoRoT,Published Confirmed,0,<a refstr=P_AUML_TZOLD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A...6P/abstract target=ref>P&auml;tzold et al. 2012</a>,2.72474,0.00014,-0.00014,0,0.0417,0.0011,-0.0011,0,14.5717,1.56926,-1.56926,0,1.3,0.14,-0.14,0,718.2958,98.5273,-98.5273,0,2.26,0.31,-0.31,0,Mass,0,,,0,,,,,,,,,0,<a refstr=P_AUML_TZOLD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A...6P/abstract target=ref>P&auml;tzold et al. 2012</a>,F8 IV,6200,100,-100,0,1.95,0.21,-0.21,0,1.29,0.09,-0.09,0,0,0.1,-0.1,0,[Fe/H],3.7,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,,,,16.058,0.435,-0.435,13.813,0.054,-0.054,15.8558,0.001968,-0.001968,03-12-2018,2012-09,06-12-2018,0,CoRoT-21_2.72474
HAT-P-35,1,3,1,Transit,2011,HATNet,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3.646706,2.10E-05,-2.10E-05,0,0.04978,0.00064,-0.00066,0,14.930388,1.098482,-1.098482,0,1.332,0.098,-0.098,0,335.62848,10.48839,-10.48839,0,1.056,0.033,-0.033,0,Mass,0.02,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,6096,88,-88,0,1.435,0.084,-0.084,0,1.236,0.048,-0.048,0,0.11,0.08,-0.08,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h13m00.17s,123.250703,+04d47m13.30s,4.7870288,506.965,13.193,-12.551,12.389,0.092,-0.092,11.03,0.021,-0.021,12.2802,0.000334,-0.000334,13-03-2020,2017-06,21-03-2019,0,HAT-P-35_3.646706
Kepler-844,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.613020856,6.24E-06,-6.24E-06,0,0.1011,,,,1.68,0.07,-0.24,0,0.14987956,0.00624498,-0.02141137,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4128,46.09,-46.95,0,0.57,0.025,-0.028,0,0.59,0.033,-0.037,0,-0.24,0.12,-0.142,0,[Fe/H],4.7,0.018,-0.016,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m25.88s,287.8578541,+48d46m26.27s,48.7739646,431.776,9.0135,-9.0135,15.986,0.252,-0.252,13.058,0.032,-0.032,15.7957,0.000583,-0.000583,06-05-2016,2016-05,10-05-2016,0,Kepler-844_2.613020856
14 Her,1,1,2,Radial Velocity,2021,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,10000,2654.17497,-1896.09685,0,11.924,1.296,-1.153,0,,,,,,,,,1597.087745,277.4641993,-339.1229103,0,5.025,0.873,-1.067,0,Mass,0.393,0.045,-0.048,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,0.921,,,,0.91,0.113,-0.113,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,17.9323,0.0073,-0.0073,6.61935,0.023,-0.023,4.714,0.016,-0.016,6.383,0.0003512,-0.0003512,12-06-2023,2022-09,12-06-2023,1,14 Her_10000.0
Kepler-767,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,161.5280101,0.0003086,-0.0003086,0,0.1011,,,,6.64,0.86,-0.55,0,0.59238112,0.07672406,-0.04906771,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5694,163.45,-124.14,0,0.94,0.12,-0.077,0,0.96,0.063,-0.058,0,-0.05,0.143,-0.198,0,[Fe/H],4.48,0.056,-0.108,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m19.00s,291.5791562,+38d02m08.90s,38.0358066,2251.03,158.51,-139.3,15.678,0.458,-0.458,13.812,0.055,-0.055,15.4176,0.000437,-0.000437,06-05-2016,2016-05,10-05-2016,0,Kepler-767_161.5280101
Kepler-24,1,1,4,Transit,2011,Kepler,Published Confirmed,0,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,8.14,,,0,0.1011,,,,2.348,0.092,-0.091,0,0.20947489,0.0082077,-0.00811849,0,11.14,2.25,-1.93,0,0.03505036,0.00707929,-0.00607246,0,Mass,0.023,0.014,-0.016,0,,,,,,,,,1,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,,6028,116,-116,0,1.099,0.039,-0.039,0,1.06,0.069,-0.069,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81,32.08,-32.08,15.04,0.08,-0.08,13.372,0.037,-0.037,14.9234,0.000356,-0.000356,10-06-2024,2023-01,10-06-2024,0,Kepler-24_8.14
KMT-2017-BLG-0673L,1,1,1,Microlensing,2022,KMTNet,Published Confirmed,0,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.132H/abstract target=ref>Han et al. 2022</a>,,,,,2.34,0.56,-0.74,0,,,,,,,,,1166.430254,689.6876432,-657.9048025,0,3.67,2.17,-2.07,0,Mass,,,,,,,,,,,,,0,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.132H/abstract target=ref>Han et al. 2022</a>,,,,,,0.921,,,,0.63,0.37,-0.35,0,,,,,,,,,,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.132H/abstract target=ref>Han et al. 2022</a>,17h39m01.69s,264.7570417,-33d48m28.9s,-33.8080278,5080,1220,-1590,,,,,,,,,,17-12-2022,2022-10,17-12-2022,0,KMT-2017-BLG-0673L_nan
Kepler-200,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,10.222157,5.30E-05,-5.30E-05,0,0.09,,,0,1.59,0.29,-0.29,0,0.142,0.026,-0.026,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5678,100,-100,0,0.944,0.158,-0.158,0,0.95,,,,,,,,,4.454,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m38.39s,284.4099503,+41d14m14.97s,41.2374928,665.912,7.1445,-7.1445,13.932,0.103,-0.103,12.455,0.021,-0.021,13.9518,0.000245,-0.000245,14-05-2014,2014-03,14-05-2014,0,Kepler-200_10.222157
K2-161,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,9.283188,0.002052,-0.0023,0,0.1011,,,,6.11721229,1.63323815,-0.78261667,0,0.54574113,0.14570775,-0.06982038,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,4972,50,-50,0,2.568173,0.314886,-0.249842,0,0.986876,0.082131,-0.060459,0,-0.03,0.08,-0.08,0,[Fe/H],3.63,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h15m10.52s,183.7938491,-03d29m44.49s,-3.4956913,916.319,46.341,-46.341,12.718,0.08,-0.08,10.261,0.024,-0.024,12.3574,0.000198,-0.000198,14-02-2018,2018-03,15-02-2018,0,K2-161_9.283188
HD 128311,1,1,2,Radial Velocity,2002,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MCARTHUR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...41M/abstract target=ref>McArthur et al. 2014</a>,453.019,0.404,-0.404,0,1.084,0.006,-0.006,0,,,,,,,,,562.24127,7.31009,-7.31009,0,1.769,0.023,-0.023,0,Msini,0.303,0.011,-0.011,0,,,,,,,,,0,<a refstr=MCARTHUR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...41M/abstract target=ref>McArthur et al. 2014</a>,,,,,,0.76,0.02,-0.02,0,0.828,0.008,-0.012,0,,,,,,4.61,0.01,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h36m00.78s,219.0032292,+09d44m43.57s,9.7454368,16.3292,0.0199,-0.0198,7.48,0.03,-0.03,5.142,0.017,-0.017,7.16719,0.000537,-0.000537,24-06-2015,2014-11,25-06-2015,1,HD 128311_453.019
Kepler-1572,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.49548621,2.92E-05,-2.92E-05,0,0.1011,,,,0.94,0.19,-0.08,0,0.08386118,0.01695066,-0.00713712,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5618,62.91,-70.62,0,0.95,0.187,-0.068,0,0.97,0.044,-0.041,0,0.08,0.138,-0.141,0,[Fe/H],4.47,0.059,-0.158,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h47m35.36s,281.8973341,+46d43m21.74s,46.7227061,946.602,12.8675,-12.8675,13.879,0.16,-0.16,12.365,0.018,-0.018,13.7175,0.000232,-0.000232,06-05-2016,2016-05,10-05-2016,0,Kepler-1572_5.49548621
TOI-4184,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230615095B/abstract target=ref>Barkaoui et al. 2023</a>,4.9019804,5.20E-06,-5.20E-06,0,0.0336,0.0015,-0.0015,0,2.43,0.21,-0.21,0,0.21679045,0.01873498,-0.01873498,0,,,,,0.3,,,,,,,,,4.8,0.4,-0.4,0,412,8,-8,0,0,<a refstr=BARKAOUI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230615095B/abstract target=ref>Barkaoui et al. 2023</a>,M5.5+/-0.5,3238,48,-49,0,0.2347,0.015,-0.015,0,0.2109,0.029,-0.026,0,-0.27,0.09,-0.09,0,[Fe/H],5.01,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h55m18.83s,43.8284749,-79d24m52.93s,-79.4147039,69.3649,0.3243,-0.3215,17.12,0.2,-0.2,11.867,0.025,-0.025,15.5939,0.000791,-0.000791,25-07-2023,2023-06,25-07-2023,0,TOI-4184_4.9019804
